Id_Promozione,Data_Inizio,Data_Fine,Brand,Percentuale_Sconto,Modello
150463,2022-05-04,2022-05-08,Suzuki,9,"Daewoo Magnus"
150464,2022-04-21,2022-05-14,Isuzu,13,Ascender
150465,2022-04-16,2022-05-02,Dodge,20,Spirit
150466,2021-11-05,2021-11-08,Mazda,18,Mazda2
150467,2021-12-18,2022-01-14,Mercury,30,Montego
150468,2021-09-19,2021-10-06,Volvo,14,S80
150469,2022-05-18,2022-05-22,Ford,12,E-Series
150470,2022-07-19,2022-07-21,Isuzu,21,i-290
150471,2022-07-23,2022-08-04,Buick,29,Enclave
150472,2022-05-19,2022-06-16,GMC,9,"Envoy XL"
150473,2021-09-08,2021-09-24,GMC,12,"Savana 1500"
150474,2022-07-06,2022-08-03,Mitsubishi,25,Excel
150475,2022-04-22,2022-05-05,Hyundai,28,Genesis
150476,2021-09-18,2021-09-25,Ford,15,Focus
150477,2021-11-12,2021-12-07,GMC,8,1500
150478,2022-03-04,2022-03-26,GMC,13,Yukon
150479,2022-06-02,2022-07-01,Chevrolet,30,Tracker
150480,2022-01-10,2022-01-31,Mazda,8,626
150481,2021-09-09,2021-10-08,BMW,17,"7 Series"
150482,2021-10-31,2021-11-18,Pontiac,9,Sunbird
150483,2022-02-15,2022-02-22,Chevrolet,11,Impala
150484,2022-04-04,2022-04-16,Mercury,11,Cougar
150485,2021-09-28,2021-10-26,Toyota,29,Sienna
150486,2022-07-29,2022-08-08,Volkswagen,26,"Type 2"
150487,2021-12-18,2022-01-14,Infiniti,14,Q
150488,2021-10-03,2021-10-21,Pontiac,16,Aztek
150489,2022-07-25,2022-08-12,Mazda,5,"B-Series Plus"
150490,2021-09-23,2021-09-24,Chevrolet,9,"Caprice Classic"
150491,2021-10-19,2021-11-03,Infiniti,5,Q
150492,2022-01-09,2022-01-29,Volkswagen,18,Jetta
150493,2022-07-01,2022-07-06,Volvo,24,XC70
150494,2022-01-27,2022-02-15,Chevrolet,6,Suburban
150495,2022-05-13,2022-05-25,Dodge,6,Journey
150496,2022-02-12,2022-03-14,Daewoo,9,Leganza
150497,2022-03-01,2022-03-23,Chevrolet,7,S10
150498,2022-06-02,2022-06-07,Dodge,11,Viper
150499,2021-12-25,2021-12-26,Isuzu,28,i-350
150500,2022-02-16,2022-03-09,"Land Rover",27,Discovery
150501,2021-10-29,2021-11-15,Lamborghini,14,Diablo
150502,2021-11-07,2021-11-30,Buick,13,Regal
150503,2022-05-21,2022-05-23,Jaguar,8,S-Type
150504,2021-11-29,2021-12-11,Dodge,9,"Ram 3500"
150505,2021-11-26,2021-12-19,"Land Rover",9,Defender
150506,2021-10-04,2021-10-20,Ford,24,Taurus
150507,2022-02-18,2022-03-02,Volkswagen,8,Scirocco
150508,2022-05-25,2022-06-10,Audi,15,TT
150509,2021-10-17,2021-11-06,Pontiac,15,"Grand Prix"
150510,2022-01-07,2022-01-14,BMW,23,"7 Series"
150511,2022-01-05,2022-01-25,Lotus,14,Esprit
150512,2022-03-13,2022-04-09,Ford,19,"Econoline E250"
150513,2022-03-26,2022-04-18,Mitsubishi,19,Diamante
150514,2021-12-11,2021-12-16,Isuzu,10,Rodeo
150515,2022-01-12,2022-02-10,Ford,25,Edge
150516,2021-12-25,2021-12-28,Toyota,27,Celica
150517,2021-09-01,2021-09-05,Audi,29,90
150518,2022-06-25,2022-07-18,Mitsubishi,10,Eclipse
150519,2021-11-19,2021-11-21,Jeep,24,Wrangler
150520,2022-05-24,2022-05-29,Pontiac,15,Vibe
150521,2021-11-12,2021-11-16,Lexus,30,IS
150522,2021-12-30,2022-01-25,Volvo,8,S80
150523,2022-05-05,2022-05-19,Ford,26,Laser
150524,2022-02-22,2022-03-15,Nissan,20,Titan
150525,2022-05-30,2022-06-07,Ford,11,F250
150526,2022-02-16,2022-02-18,Honda,5,Pilot
150527,2022-01-19,2022-01-25,Chevrolet,30,Corvette
150528,2022-02-20,2022-02-25,Hyundai,12,Tiburon
150529,2021-12-10,2022-01-09,Volvo,30,V70
150530,2021-11-13,2021-12-10,Mazda,17,B-Series
150531,2021-09-27,2021-10-23,Mitsubishi,20,Eclipse
150532,2021-12-16,2021-12-18,Audi,17,Cabriolet
150533,2022-05-27,2022-06-01,Kia,6,Sportage
150534,2022-04-09,2022-05-07,BMW,15,M6
150535,2022-07-26,2022-08-14,Studebaker,11,Avanti
150536,2021-09-06,2021-10-06,Honda,26,"Civic Si"
150537,2022-05-02,2022-05-18,Ford,15,Explorer
150538,2021-11-12,2021-12-07,Toyota,16,Highlander
150539,2022-06-14,2022-07-08,Maserati,17,Biturbo
150540,2022-03-22,2022-04-21,Honda,15,Accord
150541,2022-06-26,2022-07-06,Volkswagen,16,GTI
150542,2022-05-21,2022-06-04,Bentley,6,Azure
150543,2022-06-11,2022-07-04,Ford,29,Thunderbird
150544,2022-04-15,2022-05-03,GMC,11,"Sierra 3500"
150545,2021-11-25,2021-12-20,Lexus,24,IS
150546,2021-10-31,2021-11-26,Lotus,20,Esprit
150547,2021-11-15,2021-11-17,Chevrolet,5,Caprice
150548,2021-11-22,2021-11-26,Buick,6,LeSabre
150549,2022-05-08,2022-06-01,Mazda,15,"B-Series Plus"
150550,2022-04-11,2022-05-09,Eagle,6,Summit
150551,2022-01-19,2022-02-07,Mercedes-Benz,23,S-Class
150552,2022-07-01,2022-07-04,Ford,15,Escape
150553,2022-04-29,2022-05-16,Bentley,20,"Continental GT"
150554,2022-01-10,2022-01-28,Audi,6,"Coupe GT"
150555,2022-05-10,2022-05-18,Buick,11,Skylark
150556,2021-12-26,2022-01-14,Volvo,11,V90
150557,2021-11-22,2021-12-08,Acura,21,Legend
150558,2022-04-27,2022-05-20,Nissan,8,Sentra
150559,2021-09-16,2021-10-03,Ford,18,E350
150560,2022-04-22,2022-05-06,Jaguar,16,"XK Series"
150561,2021-12-31,2022-01-09,Suzuki,25,Vitara
150562,2022-07-12,2022-08-02,Audi,24,Q5
150563,2022-03-25,2022-04-09,Ford,11,E350
150564,2022-05-05,2022-05-18,Mercury,6,"Grand Marquis"
150565,2022-06-01,2022-06-11,Ford,13,Taurus
150566,2022-02-08,2022-02-17,Chevrolet,18,Venture
150567,2021-10-09,2021-10-18,Maserati,21,Coupe
150568,2021-11-04,2021-11-06,Suzuki,17,Kizashi
150569,2022-05-20,2022-05-26,Infiniti,5,QX56
150570,2022-01-31,2022-02-23,Chevrolet,17,Caprice
150571,2022-07-09,2022-07-16,Chevrolet,27,"Monte Carlo"
150572,2022-05-29,2022-06-28,Mercury,23,Sable
150573,2022-05-24,2022-06-21,Mercedes-Benz,6,M-Class
150574,2021-10-31,2021-11-01,Volkswagen,9,riolet
150575,2021-12-17,2022-01-14,Pontiac,22,"Grand Prix"
150576,2021-09-12,2021-09-21,Cadillac,27,CTS
150577,2022-07-23,2022-08-08,Mercedes-Benz,17,CL-Class
150578,2022-07-15,2022-08-02,Ford,30,F350
150579,2021-09-10,2021-10-06,Hummer,12,"H2 SUV"
150580,2021-11-07,2021-11-17,Toyota,30,Prius
150581,2022-03-04,2022-03-10,Hyundai,15,Azera
150582,2022-04-03,2022-04-06,Mercedes-Benz,14,300D
150583,2022-07-18,2022-07-30,GMC,30,"Envoy XUV"
150584,2021-11-04,2021-11-13,Chevrolet,9,Corvette
150585,2021-10-11,2021-10-14,Acura,27,RL
150586,2022-07-20,2022-08-16,Kia,13,Rio
150587,2021-12-20,2022-01-14,Plymouth,29,Voyager
150588,2022-03-25,2022-04-01,Subaru,14,Impreza
150589,2021-11-09,2021-12-05,Volkswagen,9,GTI
150590,2022-01-14,2022-02-01,Saturn,24,L-Series
150591,2022-06-28,2022-07-05,Daewoo,23,Leganza
150592,2021-09-24,2021-10-16,Ford,25,F250
150593,2022-01-09,2022-01-20,Mitsubishi,13,Lancer
150594,2022-06-27,2022-07-15,Toyota,25,Venza
150595,2022-06-25,2022-06-26,Mercedes-Benz,25,SL-Class
150596,2022-04-17,2022-05-14,Ford,24,E150
150597,2021-12-29,2022-01-07,Mitsubishi,20,Galant
150598,2022-03-05,2022-03-25,Ford,8,Bronco
150599,2022-05-12,2022-05-17,Mazda,30,626
150600,2021-12-11,2022-01-03,Volvo,9,S80
150601,2022-01-27,2022-02-20,Porsche,9,911
150602,2022-06-12,2022-06-24,Mercedes-Benz,24,300CE
150603,2021-10-23,2021-11-09,Cadillac,8,DeVille
150604,2022-05-06,2022-05-15,Chevrolet,27,Astro
150605,2022-01-11,2022-02-09,Ford,5,Contour
150606,2022-06-13,2022-06-26,Cadillac,9,"Sixty Special"
150607,2022-02-04,2022-03-01,Chevrolet,5,Impala
150608,2022-07-10,2022-07-24,Chevrolet,14,"Silverado 1500"
150609,2022-03-29,2022-04-03,Porsche,23,Cayman
150610,2021-11-19,2021-11-30,Dodge,29,Omni
150611,2021-10-26,2021-10-27,Chevrolet,30,"Avalanche 1500"
150612,2022-03-26,2022-04-09,Pontiac,5,Vibe
150613,2022-02-06,2022-02-09,Bentley,21,"Continental GT"
150614,2022-06-29,2022-07-21,Saab,26,900
150615,2021-10-29,2021-11-17,Acura,16,Integra
150616,2021-10-28,2021-10-29,Porsche,29,944
150617,2022-05-27,2022-06-17,Mercury,10,Marauder
150618,2021-12-07,2022-01-04,Infiniti,13,J
150619,2022-07-30,2022-07-31,Mercedes-Benz,24,E-Class
150620,2022-04-14,2022-04-29,Mitsubishi,22,Galant
150621,2021-11-24,2021-12-13,Chevrolet,23,"G-Series 2500"
150622,2021-10-18,2021-11-14,Kia,6,Sedona
150623,2022-03-03,2022-03-15,Volvo,10,C70
150624,2022-04-05,2022-04-08,"Land Rover",20,Discovery
150625,2022-01-27,2022-01-29,Nissan,22,300ZX
150626,2021-12-24,2021-12-28,Mazda,30,MX-6
150627,2022-01-17,2022-02-15,Audi,12,Q7
150628,2022-06-08,2022-07-08,Suzuki,21,Reno
150629,2022-07-25,2022-08-24,Mercedes-Benz,8,SL-Class
150630,2021-11-13,2021-11-14,Mercury,8,Mystique
150631,2022-01-14,2022-01-25,Buick,24,Regal
150632,2022-03-16,2022-03-20,Volkswagen,10,Cabriolet
150633,2022-01-27,2022-02-10,Chevrolet,14,"G-Series G20"
150634,2021-11-20,2021-12-08,GMC,6,"Suburban 1500"
150635,2022-02-26,2022-03-04,Suzuki,15,Swift
150636,2022-07-19,2022-08-15,Audi,26,"4000CS Quattro"
150637,2022-04-07,2022-04-24,Audi,15,A4
150638,2021-11-09,2021-11-19,Buick,18,Somerset
150639,2022-05-30,2022-06-08,Lincoln,18,"Mark VIII"
150640,2021-12-19,2022-01-07,Mercury,21,Mountaineer
150641,2021-12-12,2022-01-01,Dodge,15,Intrepid
150642,2021-10-06,2021-10-08,Oldsmobile,8,Intrigue
150643,2022-03-26,2022-04-12,Hyundai,20,Elantra
150644,2022-01-29,2022-02-23,Chevrolet,12,Corvette
150645,2021-10-27,2021-11-24,Chevrolet,25,Cavalier
150646,2022-07-19,2022-08-16,Pontiac,17,"Grand Prix"
150647,2021-12-14,2021-12-19,Honda,19,Accord
150648,2021-10-13,2021-11-11,Dodge,7,Dakota
150649,2022-04-24,2022-05-12,Mercedes-Benz,29,"SLR McLaren"
150650,2021-12-05,2022-01-03,Audi,27,riolet
150651,2022-07-16,2022-07-27,Hyundai,6,XG350
150652,2021-12-30,2022-01-02,Audi,11,A5
150653,2021-11-23,2021-12-21,Chrysler,11,"PT Cruiser"
150654,2022-07-15,2022-08-02,Isuzu,29,Trooper
150655,2021-11-04,2021-11-12,Mitsubishi,28,Mirage
150656,2022-05-05,2022-05-17,Lincoln,19,"Continental Mark VII"
150657,2022-04-04,2022-04-16,Acura,27,SLX
150658,2022-01-04,2022-01-12,Saturn,28,Relay
150659,2021-11-29,2021-12-25,Ford,29,Escort
150660,2022-01-20,2022-02-02,Dodge,27,Caravan
150661,2021-09-07,2021-09-17,Chevrolet,13,Corvette
150662,2021-09-17,2021-10-13,Mercedes-Benz,5,600SEL
150663,2022-01-06,2022-02-04,Jeep,6,"Grand Cherokee"
150664,2022-04-23,2022-04-26,Mazda,21,MX-5
150665,2021-12-02,2021-12-28,Ford,20,"Econoline E350"
150666,2022-07-05,2022-07-28,Nissan,9,Maxima
150667,2021-11-01,2021-11-22,Volvo,8,V70
150668,2021-10-23,2021-11-14,Ford,26,Taurus
150669,2022-07-02,2022-07-11,Chevrolet,25,Avalanche
150670,2021-12-14,2022-01-10,Chevrolet,25,"Express 2500"
150671,2021-12-18,2022-01-02,Mazda,5,Mazda5
150672,2022-01-30,2022-02-19,Suzuki,6,Sidekick
150673,2022-04-01,2022-04-07,Ford,16,F350
150674,2022-01-14,2022-01-16,Toyota,14,Prius
150675,2022-05-03,2022-05-16,Nissan,14,Maxima
150676,2021-09-30,2021-10-15,Audi,8,S4
150677,2021-09-13,2021-10-03,Mazda,12,MX-5
150678,2022-05-26,2022-06-13,Oldsmobile,24,Toronado
150679,2021-11-02,2021-11-08,Toyota,29,Sienna
150680,2021-09-30,2021-10-30,Volkswagen,18,GTI
150681,2021-11-24,2021-12-15,Chevrolet,19,"Suburban 2500"
150682,2021-09-02,2021-09-09,Volkswagen,7,Jetta
150683,2022-04-27,2022-05-20,Mitsubishi,18,Galant
150684,2022-03-17,2022-04-04,Pontiac,17,Sunfire
150685,2022-05-06,2022-05-26,BMW,5,Z4
150686,2022-06-23,2022-06-28,Austin,24,Mini
150687,2022-04-21,2022-04-25,Saab,18,900
150688,2022-05-26,2022-06-15,Dodge,26,"Ram 2500"
150689,2022-01-24,2022-02-04,Subaru,22,Legacy
150690,2021-11-27,2021-11-29,Mercedes-Benz,11,W126
150691,2021-12-02,2021-12-27,Mazda,6,B2600
150692,2021-10-15,2021-10-25,Porsche,9,Boxster
150693,2022-04-22,2022-05-21,Dodge,9,Viper
150694,2021-09-30,2021-10-26,Chevrolet,24,Astro
150695,2021-09-13,2021-09-23,Jeep,27,Wrangler
150696,2021-12-27,2022-01-10,Ford,26,E150
150697,2021-10-13,2021-10-22,Ford,16,"F-Series Super Duty"
150698,2022-06-23,2022-06-27,Mitsubishi,30,Truck
150699,2021-11-17,2021-12-12,Mercedes-Benz,12,G-Class
150700,2021-10-05,2021-10-14,Mercedes-Benz,5,600SEC
150701,2022-07-05,2022-07-29,Pontiac,15,Solstice
150702,2022-02-08,2022-02-09,Mazda,26,Familia
150703,2021-10-11,2021-10-15,Dodge,7,"Ram 1500"
150704,2022-06-20,2022-07-20,Mercedes-Benz,25,500E
150705,2021-09-16,2021-10-11,Kia,29,Sedona
150706,2022-04-29,2022-05-03,Nissan,28,Maxima
150707,2022-03-11,2022-03-20,Toyota,29,RAV4
150708,2021-10-17,2021-11-11,Chevrolet,10,Corvette
150709,2022-01-13,2022-02-03,Ford,18,"Crown Victoria"
150710,2022-03-24,2022-04-16,Bentley,19,Continental
150711,2022-07-29,2022-08-04,Chevrolet,24,Tracker
150712,2022-06-04,2022-06-06,BMW,26,"5 Series"
150713,2022-06-18,2022-06-19,Mercury,21,"Grand Marquis"
150714,2022-05-10,2022-05-24,Dodge,12,Neon
150715,2022-04-26,2022-05-23,Ford,24,Explorer
150716,2021-09-12,2021-09-16,Oldsmobile,11,"Cutlass Supreme"
150717,2021-09-10,2021-09-18,Ford,27,Aerostar
150718,2021-12-20,2022-01-16,Jaguar,23,S-Type
150719,2021-10-07,2021-10-13,"Land Rover",17,"Discovery Series II"
150720,2022-05-08,2022-05-27,Mitsubishi,29,Pajero
150721,2021-10-09,2021-10-17,Porsche,14,Boxster
150722,2022-07-21,2022-08-05,Mitsubishi,7,Truck
150723,2022-03-04,2022-03-20,Pontiac,30,Solstice
150724,2022-06-10,2022-06-11,GMC,21,3500
150725,2021-11-28,2021-12-16,Mitsubishi,20,Chariot
150726,2022-01-31,2022-03-01,BMW,10,530
150727,2022-03-03,2022-03-13,Chevrolet,6,"Suburban 1500"
150728,2021-12-10,2022-01-05,Buick,18,Roadmaster
150729,2022-01-07,2022-02-05,Mitsubishi,21,Expo
150730,2022-07-20,2022-08-07,Jeep,30,Cherokee
150731,2022-04-08,2022-04-09,Volvo,19,XC60
150732,2022-03-22,2022-03-31,BMW,15,"5 Series"
150733,2022-05-27,2022-06-22,GMC,11,Yukon
150734,2022-02-19,2022-02-24,Saturn,8,VUE
150735,2022-05-16,2022-05-30,Mitsubishi,12,Eclipse
150736,2022-04-07,2022-04-30,Lincoln,5,MKZ
150737,2022-02-07,2022-02-12,Lexus,9,IS
150738,2021-10-21,2021-11-19,GMC,10,"Yukon XL"
150739,2021-10-23,2021-10-27,Mitsubishi,25,Truck
150740,2022-04-13,2022-05-03,GMC,16,Yukon
150741,2022-05-13,2022-06-03,Bentley,9,Continental
150742,2022-05-02,2022-05-20,Dodge,27,"Ram Wagon B350"
150743,2022-07-01,2022-07-09,Honda,8,CR-X
150744,2022-06-28,2022-07-27,Ford,6,Edge
150745,2022-07-04,2022-07-10,Isuzu,7,i-Series
150746,2022-02-10,2022-02-11,Dodge,20,"Ram Van B250"
150747,2022-04-08,2022-04-15,Pontiac,24,Montana
150748,2022-01-25,2022-02-12,Audi,14,4000s
150749,2022-07-16,2022-08-03,Morgan,5,"Aero 8"
150750,2021-12-03,2021-12-04,Ford,8,"Crown Victoria"
150751,2021-12-28,2022-01-02,"Aston Martin",23,DB9
150752,2021-11-29,2021-12-02,Mercedes-Benz,14,W123
150753,2022-03-07,2022-03-20,Kia,16,Rio
150754,2022-02-14,2022-02-26,Toyota,19,Corolla
150755,2022-07-28,2022-08-09,Toyota,23,Previa
150756,2021-12-30,2022-01-27,BMW,26,550
150757,2021-12-26,2022-01-01,Toyota,12,Venza
150758,2022-07-15,2022-07-29,BMW,7,Z3
150759,2021-11-01,2021-11-06,Pontiac,18,LeMans
150760,2021-10-22,2021-11-13,Honda,7,S2000
150761,2021-09-20,2021-10-14,Chevrolet,23,Corvette
150762,2022-03-27,2022-04-12,GMC,27,"Yukon XL 1500"
150763,2022-05-10,2022-05-20,Isuzu,15,i-Series
150764,2022-07-15,2022-08-07,BMW,29,"Alpina B7"
150765,2021-11-24,2021-12-24,Mercury,22,Sable
150766,2022-01-04,2022-01-19,"Land Rover",16,Discovery
150767,2022-04-17,2022-05-10,Toyota,13,Sienna
150768,2021-11-12,2021-12-04,"Land Rover",17,"Defender 90"
150769,2022-02-01,2022-02-13,Chrysler,14,"Fifth Ave"
150770,2021-09-04,2021-09-07,Chevrolet,21,Colorado
150771,2022-04-23,2022-05-02,Chrysler,19,300
150772,2022-06-11,2022-07-11,Eagle,10,Vision
150773,2022-05-04,2022-05-18,Dodge,6,Avenger
150774,2022-06-11,2022-06-18,Lexus,23,GS
150775,2022-07-02,2022-07-15,Volkswagen,29,Fox
150776,2022-05-03,2022-05-22,Jeep,30,"Grand Cherokee"
150777,2022-06-10,2022-06-29,Oldsmobile,18,Intrigue
150778,2021-11-20,2021-12-09,Chevrolet,22,Cobalt
150779,2022-01-31,2022-02-13,Mercedes-Benz,6,600SEL
150780,2021-11-29,2021-12-07,Nissan,19,Versa
150781,2021-12-24,2021-12-29,Jeep,30,Patriot
150782,2022-07-01,2022-07-11,Mercedes-Benz,20,"SLS AMG"
150783,2022-03-18,2022-03-30,Mercedes-Benz,11,500E
150784,2022-04-12,2022-05-06,Mazda,13,MPV
150785,2022-01-06,2022-01-28,Audi,16,A8
150786,2022-01-10,2022-01-19,Lexus,17,SC
150787,2021-12-30,2022-01-21,Ford,29,F150
150788,2021-11-29,2021-12-04,Mercury,7,"Grand Marquis"
150789,2021-09-11,2021-10-03,Acura,15,NSX
150790,2022-07-10,2022-07-16,Mercedes-Benz,22,E-Class
150791,2021-11-20,2021-12-15,GMC,14,"1500 Club Coupe"
150792,2021-09-27,2021-10-05,Chevrolet,19,Aveo
150793,2022-06-14,2022-06-27,Mitsubishi,10,Chariot
150794,2022-02-13,2022-02-24,Maserati,19,GranTurismo
150795,2022-01-23,2022-02-12,Kia,7,Sportage
150796,2021-11-17,2021-11-30,Acura,15,TSX
150797,2022-07-22,2022-08-20,Pontiac,24,Aztek
150798,2021-12-28,2022-01-22,Plymouth,24,Voyager
150799,2021-12-21,2022-01-19,Dodge,22,Spirit
150800,2022-05-22,2022-05-25,Audi,12,90
150801,2021-12-30,2022-01-12,Chevrolet,9,SSR
150802,2021-09-03,2021-10-02,GMC,10,"Savana 2500"
150803,2021-09-07,2021-09-23,Mitsubishi,15,Eclipse
150804,2022-05-28,2022-06-05,"Land Rover",24,Discovery
150805,2021-11-19,2021-12-17,Buick,15,Skylark
150806,2022-02-28,2022-03-26,Lotus,25,Elise
150807,2021-10-14,2021-11-09,Ram,10,C/V
150808,2022-02-14,2022-02-20,BMW,18,"6 Series"
150809,2022-01-25,2022-02-22,Volvo,28,740
150810,2022-01-27,2022-02-13,Infiniti,21,M
150811,2022-05-26,2022-06-25,Mitsubishi,21,GTO
150812,2021-12-13,2022-01-09,Chevrolet,5,Impala
150813,2022-03-24,2022-04-23,GMC,19,Savana
150814,2021-11-11,2021-11-30,Infiniti,18,G
150815,2022-07-11,2022-07-14,BMW,18,"3 Series"
150816,2021-10-09,2021-11-03,Porsche,10,Boxster
150817,2021-10-24,2021-11-10,Oldsmobile,21,"Cutlass Supreme"
150818,2022-01-03,2022-01-05,Acura,12,TSX
150819,2022-05-17,2022-05-31,Nissan,20,200SX
150820,2022-05-14,2022-05-20,Lotus,26,Esprit
150821,2021-10-23,2021-11-06,Volkswagen,10,rio
150822,2022-03-23,2022-04-11,Volkswagen,20,"Type 2"
150823,2022-07-01,2022-07-08,Dodge,9,Dakota
150824,2022-01-16,2022-01-19,Mitsubishi,9,Starion
150825,2022-06-21,2022-07-19,Volkswagen,19,Touareg
150826,2021-09-20,2021-10-19,Ferrari,22,"612 Scaglietti"
150827,2022-06-29,2022-07-02,Jaguar,7,XJ
150828,2022-02-13,2022-03-09,Audi,24,Quattro
150829,2022-02-09,2022-02-19,"Land Rover",7,"Range Rover"
150830,2021-11-22,2021-12-12,Mercedes-Benz,17,C-Class
150831,2021-12-04,2021-12-31,Mitsubishi,26,Tredia
150832,2021-10-13,2021-11-05,Ford,6,"Econoline E250"
150833,2022-01-20,2022-02-17,Dodge,20,"Viper RT/10"
150834,2022-01-28,2022-02-20,Hyundai,22,HED-5
150835,2021-12-13,2021-12-27,Mercedes-Benz,22,"SLS AMG"
150836,2022-02-25,2022-03-19,Honda,7,Prelude
150837,2022-01-12,2022-01-23,Toyota,12,RAV4
150838,2022-03-17,2022-03-25,Mercedes-Benz,23,"SLR McLaren"
150839,2022-04-07,2022-04-30,Dodge,6,"Ram Van 3500"
150840,2022-07-13,2022-07-29,GMC,10,Safari
150841,2021-10-03,2021-10-29,Maserati,18,GranTurismo
150842,2022-02-17,2022-03-13,Lexus,25,GX
150843,2021-10-13,2021-10-30,Infiniti,14,QX
150844,2021-09-09,2021-09-18,Lexus,20,RX
150845,2021-10-20,2021-11-18,Nissan,10,Quest
150846,2021-09-15,2021-10-02,Lexus,11,IS
150847,2021-09-04,2021-09-17,BMW,21,"3 Series"
150848,2022-02-18,2022-03-08,Chevrolet,27,Corvette
150849,2021-09-23,2021-10-20,Ford,25,Escort
150850,2021-10-10,2021-10-17,Lexus,23,"RX Hybrid"
150851,2021-12-23,2022-01-20,Mercedes-Benz,10,W201
150852,2022-05-26,2022-06-25,Dodge,20,"Ram Wagon B150"
150853,2021-12-19,2022-01-17,Buick,29,LeSabre
150854,2022-01-24,2022-01-30,Kia,16,Sedona
150855,2021-09-21,2021-09-26,Lexus,21,LX
150856,2022-04-10,2022-04-21,Chevrolet,11,Silverado
150857,2022-04-14,2022-04-28,Mercedes-Benz,18,W126
150858,2022-06-11,2022-06-29,Mercedes-Benz,17,SL-Class
150859,2022-01-13,2022-02-08,Chevrolet,7,"Monte Carlo"
150860,2022-01-07,2022-01-19,Maybach,24,57
150861,2021-09-14,2021-10-02,Oldsmobile,26,88
150862,2022-02-09,2022-02-13,Oldsmobile,12,Intrigue
150863,2022-04-12,2022-04-18,Infiniti,6,G35
150864,2022-07-08,2022-07-31,Oldsmobile,6,88
150865,2022-04-05,2022-04-14,GMC,7,Terrain
150866,2021-10-20,2021-11-09,Pontiac,17,"Grand Prix"
150867,2022-05-18,2022-05-26,Infiniti,22,FX
150868,2022-05-05,2022-06-03,Lotus,9,Exige
150869,2021-09-05,2021-09-13,Dodge,22,Caliber
150870,2021-12-29,2022-01-16,Dodge,10,"Grand Caravan"
150871,2021-10-31,2021-11-07,Dodge,8,Intrepid
150872,2021-12-25,2021-12-29,GMC,14,"Sierra 1500"
150873,2021-11-13,2021-12-03,Mercedes-Benz,14,CL-Class
150874,2022-02-24,2022-03-15,Nissan,28,Xterra
150875,2022-07-22,2022-07-26,Cadillac,7,"Escalade EXT"
150876,2021-12-04,2021-12-14,Chevrolet,15,"Suburban 1500"
150877,2021-11-18,2021-11-28,Chevrolet,8,"Suburban 2500"
150878,2022-05-24,2022-06-12,Chevrolet,21,"Caprice Classic"
150879,2022-06-25,2022-07-11,Lexus,17,HS
150880,2022-02-14,2022-02-23,Mercedes-Benz,17,SL-Class
150881,2022-07-16,2022-08-14,Jaguar,9,X-Type
150882,2022-04-23,2022-05-22,Mercedes-Benz,24,500SEL
150883,2022-06-21,2022-06-30,Dodge,25,"Grand Caravan"
150884,2021-09-23,2021-10-18,Chrysler,11,300
150885,2022-04-25,2022-05-08,Buick,22,Riviera
150886,2021-10-07,2021-11-02,Mazda,5,CX-7
150887,2022-03-23,2022-03-29,Subaru,22,Legacy
150888,2022-06-03,2022-06-05,Kia,22,Amanti
150889,2021-09-23,2021-09-30,Nissan,8,Cube
150890,2021-11-11,2021-11-30,Mercedes-Benz,22,Sprinter
150891,2021-09-16,2021-09-27,Chevrolet,5,"G-Series 3500"
150892,2021-12-16,2021-12-31,Pontiac,24,Bonneville
150893,2022-07-30,2022-08-09,Chevrolet,12,"Express 3500"
150894,2021-10-24,2021-11-02,Oldsmobile,17,Achieva
150895,2022-07-16,2022-07-30,Mercedes-Benz,24,"SLS AMG"
150896,2022-01-11,2022-02-01,Buick,13,Electra
150897,2022-01-08,2022-02-02,Audi,28,S4
150898,2022-02-01,2022-02-09,Hyundai,5,Accent
150899,2022-02-09,2022-02-21,Chevrolet,11,"Sportvan G30"
150900,2022-01-07,2022-01-08,Mercedes-Benz,8,E-Class
150901,2022-07-23,2022-08-09,Chevrolet,25,"Suburban 2500"
150902,2022-07-10,2022-07-30,Hummer,23,H2
150903,2021-11-18,2021-12-07,Nissan,14,Pathfinder
150904,2022-04-08,2022-05-05,Toyota,28,Sienna
150905,2022-05-06,2022-06-04,Porsche,12,911
150906,2021-11-02,2021-11-21,Pontiac,17,"Firebird Formula"
150907,2022-04-10,2022-04-25,Scion,13,tC
150908,2021-09-13,2021-10-11,Chrysler,6,Cirrus
150909,2021-09-13,2021-09-14,Toyota,6,Prius
150910,2022-03-11,2022-04-04,Toyota,25,Prius
150911,2022-03-30,2022-04-22,Volkswagen,14,Jetta
150912,2022-05-08,2022-05-10,Audi,15,Q7
150913,2022-02-25,2022-03-02,Buick,18,Electra
150914,2022-01-07,2022-01-16,Mercedes-Benz,5,G-Class
150915,2022-01-20,2022-02-02,GMC,19,"Vandura 3500"
150916,2021-10-26,2021-11-14,Mercury,18,Cougar
150917,2022-01-19,2022-01-21,Lincoln,8,"Continental Mark VII"
150918,2022-02-26,2022-03-12,Subaru,27,"Alcyone SVX"
150919,2022-04-12,2022-04-27,Dodge,22,"Ram 2500"
150920,2022-04-05,2022-04-07,Nissan,17,Quest
150921,2022-02-19,2022-03-13,Honda,13,Passport
150922,2022-02-18,2022-03-09,Pontiac,19,"Trans Sport"
150923,2021-12-07,2021-12-22,Volvo,26,C70
150924,2022-07-09,2022-07-31,Honda,15,Civic
