"Data_Pagamento","Id_Noleggio"
"2023-07-14",901269
"2023-08-23",901270
"2023-04-28",901271
"2023-08-03",901272
"2023-08-18",901273
"2023-08-10",901274
"2023-04-28",901275
"2023-08-02",901276
"2023-09-10",901277
"2023-08-20",901278
"2023-06-04",901279
"2023-05-19",901280
"2023-05-11",901281
"2023-08-01",901282
"2023-05-16",901283
"2023-05-30",901284
"2023-07-13",901285
"2023-05-21",901286
"2023-04-23",901287
"2023-07-28",901288
"2023-09-28",901289
"2023-09-09",901290
"2023-09-13",901291
"2023-08-14",901292
"2023-04-21",901293
"2023-06-06",901294
"2023-10-11",901295
"2023-10-07",901296
"2023-08-03",901297
"2023-06-14",901298
"2023-07-14",901299
"2023-07-28",901300
"2023-08-22",901301
"2023-08-05",901302
"2023-10-08",901303
"2023-05-25",901304
"2023-10-13",901305
"2023-09-08",901306
"2023-05-24",901307
"2023-08-27",901308
"2023-07-01",901309
"2023-10-06",901310
"2023-08-21",901311
"2023-07-21",901312
"2023-08-17",901313
"2023-05-19",901314
"2023-05-22",901315
"2023-05-13",901316
"2023-09-22",901317
"2023-09-20",901318
"2023-04-29",901319
"2023-07-28",901320
"2023-05-27",901321
"2023-06-29",901322
"2023-08-31",901323
"2023-05-07",901324
"2023-07-15",901325
"2023-09-19",901326
"2023-06-21",901327
"2023-06-07",901328
"2023-10-07",901329
"2023-08-18",901330
"2023-07-07",901331
"2023-09-23",901332
"2023-04-30",901333
"2023-07-07",901334
"2023-07-05",901335
"2023-05-06",901336
"2023-10-06",901337
"2023-07-01",901338
"2023-06-28",901339
"2023-07-31",901340
"2023-06-30",901341
"2023-07-01",901342
"2023-08-25",901343
"2023-09-09",901344
"2023-09-20",901345
"2023-09-27",901346
"2023-05-22",901347
"2023-05-20",901348
"2023-07-25",901349
"2023-08-12",901350
"2023-06-17",901351
"2023-06-10",901352
"2023-05-09",901353
"2023-07-15",901354
"2023-07-26",901355
"2023-08-03",901356
"2023-06-28",901357
"2023-05-28",901358
"2023-07-01",901359
"2023-04-21",901360
"2023-05-25",901361
"2023-04-27",901362
"2023-06-08",901363
"2023-07-03",901364
"2023-07-30",901365
"2023-05-31",901366
"2023-07-09",901367
"2023-08-30",901368
"2023-04-22",901369
"2023-09-13",901370
"2023-05-15",901371
"2023-06-20",901372
"2023-06-27",901373
"2023-06-28",901374
"2023-08-12",901375
"2023-06-01",901376
"2024-09-21",901377
"2024-08-29",901378
"2024-11-24",901379
"2024-12-10",901380
"2024-04-22",901381
"2024-07-28",901382
"2024-09-15",901383
"2024-12-26",901384
"2024-06-14",901385
"2024-07-23",901386
"2024-10-29",901387
"2024-10-29",901388
"2024-06-12",901389
"2024-08-01",901390
"2024-08-08",901391
"2024-07-30",901392
"2024-10-26",901393
"2024-07-11",901394
"2024-12-12",901395
"2024-06-21",901396
"2024-10-08",901397
"2024-09-06",901398
"2024-09-14",901399
"2024-04-24",901400
"2024-10-30",901401
"2024-07-22",901402
"2024-09-15",901403
"2024-06-28",901404
"2024-06-21",901405
"2024-10-10",901406
"2024-08-22",901407
"2024-06-18",901408
"2024-10-11",901409
"2024-08-28",901410
"2024-08-12",901411
"2024-11-16",901412
"2024-07-14",901413
"2024-09-19",901414
"2024-06-07",901415
"2024-06-21",901416
"2024-05-22",901417
"2024-05-06",901418
"2024-12-05",901419
"2024-08-30",901420
"2024-08-02",901421
"2024-04-30",901422
"2024-09-30",901423
"2024-07-15",901424
"2024-11-17",901425
"2024-05-25",901426
"2024-12-25",901427
"2024-06-18",901428
"2024-09-20",901429
"2024-07-23",901430
"2024-10-21",901431
"2024-12-28",901432
"2024-07-04",901433
"2024-12-13",901434
"2024-09-25",901435
"2024-12-03",901436
"2024-05-17",901437
"2024-08-04",901438
"2024-09-28",901439
"2024-10-18",901440
"2024-10-07",901441
"2024-11-02",901442
"2024-07-16",901443
"2024-06-16",901444
"2024-06-28",901445
"2024-08-21",901446
"2024-05-23",901447
"2024-12-27",901448
"2024-05-11",901449
"2024-06-16",901450
"2024-09-07",901451
"2024-10-18",901452
"2024-05-30",901453
"2024-11-20",901454
"2024-07-16",901455
"2024-12-26",901456
"2024-09-26",901457
"2024-12-04",901458
"2024-12-23",901459
"2024-07-27",901460
"2024-05-15",901461
"2024-07-11",901462
"2024-11-13",901463
"2024-07-09",901464
"2024-07-04",901465
"2024-09-19",901466
"2024-08-28",901467
"2024-05-07",901468
"2024-10-23",901469
"2024-06-03",901470
"2024-06-28",901471
"2024-09-16",901472
"2024-09-11",901473
"2024-12-15",901474
"2024-11-27",901475
"2024-08-27",901476
"2024-06-10",901477
"2024-09-10",901478
"2024-11-24",901479
"2024-09-30",901480
"2024-08-16",901481
"2024-11-05",901482
"2024-12-01",901483
"2024-12-30",901484
"2024-12-15",901485
"2024-05-30",901486
"2024-07-19",901487
"2024-04-25",901488
"2024-12-23",901489
"2024-12-31",901490
"2024-08-10",901491
"2024-09-05",901492
"2024-05-11",901493
"2024-04-18",901494
"2024-05-03",901495
"2024-04-17",901496
"2024-06-13",901497
"2024-11-03",901498
"2024-09-21",901499
"2024-12-03",901500
"2024-06-09",901501
"2024-07-29",901502
"2024-06-08",901503
"2024-09-28",901504
"2024-12-05",901505
"2024-12-08",901506
"2024-05-14",901507
"2024-09-14",901508
"2024-05-08",901509
"2024-12-23",901510
"2024-05-17",901511
"2024-09-25",901512
"2025-01-01",901513
"2024-05-03",901514
"2024-09-14",901515
"2024-11-19",901516
"2024-12-26",901517
"2024-06-01",901518
"2024-05-07",901519
"2024-07-21",901520
"2024-09-27",901521
"2024-07-24",901522
"2024-11-14",901523
"2024-04-19",901524
"2024-08-03",901525
"2024-06-11",901526
"2024-12-25",901527
"2024-09-02",901528
"2024-09-01",901529
"2024-11-12",901530
"2024-07-23",901531
"2024-09-06",901532
"2024-10-09",901533
"2024-06-17",901534
"2024-12-06",901535
"2024-04-30",901536
"2024-06-17",901537
"2024-12-10",901538
"2024-09-07",901539
"2024-11-03",901540
"2024-12-28",901541
"2024-10-28",901542
"2024-06-12",901543
"2024-10-20",901544
"2024-08-11",901545
"2024-12-23",901546
"2024-06-23",901547
"2024-08-17",901548
"2024-05-25",901549
"2024-10-30",901550
"2024-12-11",901551
"2024-09-02",901552
"2024-08-19",901553
"2024-10-05",901554
"2024-04-22",901555
"2024-08-20",901556
"2024-06-29",901557
"2024-07-31",901558
"2024-06-08",901559
"2024-11-29",901560
"2024-05-03",901561
"2024-08-14",901562
"2024-12-23",901563
"2024-10-13",901564
"2024-09-23",901565
"2024-07-17",901566
"2024-12-20",901567
"2024-11-06",901568
"2024-05-06",901569
"2024-08-23",901570
"2024-09-05",901571
"2024-11-22",901572
"2024-06-26",901573
"2024-12-18",901574
"2024-08-01",901575
"2024-05-14",901576
"2024-07-18",901577
"2024-08-12",901578
"2024-04-26",901579
"2024-07-15",901580
"2024-05-30",901581
"2024-09-10",901582
"2024-08-10",901583
"2024-10-04",901584
"2024-05-31",901585
"2024-12-23",901586
"2024-08-19",901587
"2024-09-06",901588
"2024-06-05",901589
"2024-07-07",901590
"2024-07-02",901591
"2024-10-26",901592
"2024-12-14",901593
"2024-12-16",901594
"2024-09-22",901595
"2024-06-20",901596
"2024-05-28",901597
"2024-07-19",901598
"2024-08-16",901599
"2024-07-22",901600
"2024-07-15",901601
"2024-09-20",901602
"2024-05-06",901603
"2024-10-14",901604
"2024-10-09",901605
"2025-01-01",901606
"2024-05-06",901607
"2024-11-24",901608
"2024-07-09",901609
"2024-11-02",901610
"2024-11-13",901611
"2024-12-08",901612
"2024-08-08",901613
"2024-09-03",901614
"2024-06-28",901615
"2024-10-24",901616
"2024-12-24",901617
"2024-05-28",901618
"2024-11-22",901619
"2024-10-21",901620
"2024-09-30",901621
"2024-09-02",901622
"2024-08-07",901623
"2024-07-16",901624
"2024-10-13",901625
"2024-09-26",901626
"2024-12-07",901627
"2024-07-02",901628
"2024-08-30",901629
"2024-04-22",901630
"2024-10-14",901631
"2024-11-12",901632
"2024-11-29",901633
"2024-12-15",901634
"2024-06-21",901635
"2024-11-04",901636
"2024-04-17",901637
"2024-07-06",901638
"2024-08-04",901639
"2024-10-28",901640
"2024-09-30",901641
"2024-09-04",901642
"2024-09-06",901643
"2024-09-26",901644
"2024-05-12",901645
"2024-05-29",901646
"2024-08-23",901647
"2024-08-09",901648
"2024-11-05",901649
"2024-08-14",901650
"2024-05-14",901651
"2024-08-29",901652
"2024-07-26",901653
"2024-09-06",901654
"2024-12-12",901655
"2024-09-12",901656
"2024-12-12",901657
"2024-07-14",901658
"2024-07-18",901659
"2024-05-27",901660
"2024-06-11",901661
"2024-08-17",901662
"2024-10-08",901663
"2024-10-24",901664
"2024-07-19",901665
"2024-12-09",901666
"2024-12-15",901667
"2024-12-24",901668
"2024-12-10",901669
"2024-10-01",901670
"2024-08-06",901671
"2024-11-29",901672
"2024-09-23",901673
"2024-11-07",901674
"2024-04-29",901675
"2024-05-12",901676
"2024-12-12",901677
"2024-10-02",901678
"2024-06-08",901679
"2024-07-22",901680
"2024-10-03",901681
"2024-12-21",901682
"2024-11-15",901683
"2024-09-24",901684
"2024-06-27",901685
"2024-11-12",901686
"2024-09-10",901687
"2024-04-21",901688
"2024-05-08",901689
"2024-10-13",901690
"2024-08-03",901691
"2024-08-15",901692
"2024-11-13",901693
"2024-12-16",901694
"2024-04-21",901695
"2024-10-07",901696
"2024-05-07",901697
"2024-09-26",901698
"2024-12-12",901699
"2024-09-16",901700
"2024-09-24",901701
"2024-08-14",901702
"2024-10-30",901703
"2024-12-12",901704
"2024-06-27",901705
"2024-10-22",901706
"2024-04-30",901707
"2024-07-18",901708
"2024-10-25",901709
"2024-10-12",901710
"2024-10-26",901711
"2024-10-25",901712
"2024-10-18",901713
"2024-07-15",901714
"2024-11-23",901715
"2024-12-30",901716
"2024-10-07",901717
"2024-09-19",901718
"2024-10-22",901719
"2024-10-12",901720
"2024-07-19",901721
"2024-12-18",901722
"2024-10-16",901723
"2024-07-18",901724
